rep_name,district_pretty,state,geoid20,party,office,phone,all_committees,appropriations,agriculture,oversight_and_accountability,armed_services,natural_resources,foreign_affairs,homeland_security,education_and_the_workforce,energy_and_commerce,ways_and_means,financial_services,transportation_and_infrastructure,small_business,judiciary,budget,select_subcommittee_on_the_weaponization_of_the_fed_govt,joint_committee_on_taxation,house_administration,Intelligence,select_subcommittee_on_the_coronavirus_pandemic,science_space_and_technology,veterans_affairs,select_sub_us_china,ethics,Rules,joint_library
Joaquin Castro,Texas 20th,Texas ,4820,D,2241 RHOB,(202) 225-3236,foreign_affairs|Intelligence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Michael Cloud,Texas 27th,Texas ,4827,R,171 CHOB,(202) 225-7742,appropriations|select_subcommittee_on_the_coronavirus_pandemic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dan Crenshaw,Texas 2nd,Texas ,4802,R,248 CHOB,(202) 225-6565,energy_and_commerce|Intelligence,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jasmine Crockett,Texas 30th,Texas ,4830,D,1616 LHOB,(202) 225-8885,agriculture|oversight_and_accountability,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Cuellar,Texas 28th,Texas ,4828,D,2372 RHOB,(202) 225-1640,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monica De La Cruz,Texas 15th,Texas ,4815,R,1415 LHOB,(202) 225-9901,agriculture|financial_services,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lloyd Doggett,Texas 37th,Texas ,4837,D,2307 RHOB,(202) 225-4865,budget|joint_committee_on_taxation|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Jake Ellzey,Texas 6th,Texas ,4806,R,1721 LHOB,(202) 225-2002,appropriations|small_business,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Veronica Escobar,Texas 16th,Texas ,4816,D,2448 RHOB,(202) 225-4831,armed_services|judiciary|ethics,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pat Fallon,Texas 4th,Texas ,4804,R,2416 RHOB,(202) 225-6673,armed_services|oversight_and_accountability,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lizzie Fletcher,Texas 7th,Texas ,4807,D,346 CHOB,(202) 225-2571,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sylvia Garcia,Texas 29th,Texas ,4829,D,2419 RHOB,(202) 225-1688,financial_services|select_subcommittee_on_the_weaponization_of_the_fed_govt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tony Gonzales,Texas 23rd,Texas ,4823,R,2244 RHOB,(202) 225-4511,appropriations|homeland_security,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicente Gonzalez,Texas 34th,Texas ,4834,D,154 CHOB,(202) 225-2531,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lance Gooden,Texas 5th,Texas ,4805,R,2431 RHOB,(202) 225-3484,judiciary|transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kay Granger,Texas 12th,Texas ,4812,R,2308 RHOB,(202) 225-5071,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Green,Texas 9th,Texas ,4809,D,2347 RHOB,(202) 225-7508,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley Hunt,Texas 38th,Texas ,4838,R,1520 LHOB,(202) 225-5646,natural_resources|judiciary|small_business,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Jackson,Texas 13th,Texas ,4813,R,446 CHOB,(202) 225-3706,agriculture|armed_services|foreign_affairs|select_subcommittee_on_the_coronavirus_pandemic,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sheila Jackson Lee,Texas 18th,Texas ,4818,D,2314 RHOB,(202) 225-3816,budget|homeland_security|judiciary,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Morgan Luttrell,Texas 8th,Texas ,4808,R,1320 LHOB,(202) 225-4901,armed_services|homeland_security|veterans_affairs,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Michael McCaul,Texas 10th,Texas ,4810,R,2300 RHOB,(202) 225-2401,foreign_affairs|homeland_security,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Moran,Texas 1st,Texas ,4801,R,1541 LHOB,(202) 225-3035,education_and_the_workforce|foreign_affairs|judiciary,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Troy Nehls,Texas 22nd,Texas ,4822,R,1104 LHOB,(202) 225-5951,judiciary|transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
August Pfluger,Texas 11th,Texas ,4811,R,1124 LHOB,(202) 225-3605,homeland_security|energy_and_commerce,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chip Roy,Texas 21st,Texas ,4821,R,103 CHOB,(202) 225-4236,budget|judiciary|Rules,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Keith Self,Texas 3rd,Texas ,4803,R,1113 LHOB,(202) 225-4201,foreign_affairs|veterans_affairs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pete Sessions,Texas 17th,Texas ,4817,R,2204 RHOB,(202) 225-6105,financial_services|oversight_and_accountability,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beth Van Duyne,Texas 24th,Texas ,4824,R,1725 LHOB,(202) 225-6605,small_business|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc Veasey,Texas 33rd,Texas ,4833,D,2348 RHOB,(202) 225-9897,armed_services|energy_and_commerce,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Weber,Texas 14th,Texas ,4814,R,107 CHOB,(202) 225-2831,energy_and_commerce|science_space_and_technology,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Roger Williams,Texas 25th,Texas ,4825,R,2336 RHOB,(202) 225-9896,financial_services|small_business,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
John Curtis,Utah 3rd,Utah ,4903,R,2323 RHOB,(202) 225-7751,energy_and_commerce|natural_resources,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blake Moore,Utah 1st,Utah ,4901,R,1131 LHOB,(202) 225-0453,budget|ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Burgess Owens,Utah 4th,Utah ,4904,R,309 CHOB,(202) 225-3011,education_and_the_workforce|transportation_and_infrastructure,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris- Vacancy Stewart,Utah 2nd,Utah ,4902,,166 CHOB,(202) 225-9730,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Becca Balint,Vermont ,Vermont ,5000,D,1408 LHOB,(202) 225-4115,budget|judiciary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Donald Beyer,Virginia 8th,Virginia ,5108,D,1119 LHOB,(202) 225-4376,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Cline,Virginia 6th,Virginia ,5106,R,2443 RHOB,(202) 225-5431,appropriations|budget|judiciary,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Gerald Connolly,Virginia 11th,Virginia ,5111,D,2265 RHOB,(202) 225-1492,foreign_affairs|select_subcommittee_on_the_weaponization_of_the_fed_govt|oversight_and_accountability,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bob Good,Virginia 5th,Virginia ,5105,R,461 CHOB,(202) 225-4711,budget|education_and_the_workforce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H. Griffith,Virginia 9th,Virginia ,5109,R,2202 RHOB,(202) 225-3861,house_administration|energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jennifer Kiggans,Virginia 2nd,Virginia ,5102,R,1037 LHOB,(202) 225-4215,armed_services|natural_resources|veterans_affairs,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jennifer McClellan,Virginia 4th,Virginia ,5104,D,2417 RHOB,(202) 225-6365,armed_services|science_space_and_technology,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Robert Scott,Virginia 3rd,Virginia ,5103,D,2328 RHOB,(202) 225-8351,budget|education_and_the_workforce,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abigail Spanberger,Virginia 7th,Virginia ,5107,D,562 CHOB,(202) 225-2815,agriculture|Intelligence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jennifer Wexton,Virginia 10th,Virginia ,5110,D,1210 LHOB,(202) 225-5136,appropriations|budget,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robert Wittman,Virginia 1st,Virginia ,5101,R,2055 RHOB,(202) 225-4261,armed_services|natural_resources|select_sub_us_china,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Suzan DelBene,Washington 1st,Washington ,5301,D,2330 RHOB,(202) 225-6311,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pramila Jayapal,Washington 7th,Washington ,5307,D,2346 RHOB,(202) 225-3106,education_and_the_workforce|judiciary,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Derek Kilmer,Washington 6th,Washington ,5306,D,1226 LHOB,(202) 225-5916,appropriations|house_administration,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rick Larsen,Washington 2nd,Washington ,5302,D,2163 RHOB,(202) 225-2605,transportation_and_infrastructure,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Newhouse,Washington 4th,Washington ,5304,R,504 CHOB,(202) 225-5816,appropriations|select_sub_us_china,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marie Perez,Washington 3rd,Washington ,5303,D,1431 LHOB,(202) 225-3536,agriculture|small_business,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cathy Rodgers,Washington 5th,Washington ,5305,R,2188 RHOB,(202) 225-2006,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Schrier,Washington 8th,Washington ,5308,D,1110 LHOB,(202) 225-7761,energy_and_commerce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Smith,Washington 9th,Washington ,5309,D,2264 RHOB,(202) 225-8901,armed_services,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marilyn Strickland,Washington 10th,Washington ,5310,D,1708 LHOB,(202) 225-9740,armed_services|transportation_and_infrastructure,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carol Miller,West Virginia 1st,West Virginia ,5401,R,465 CHOB,(202) 225-3452,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Mooney,West Virginia 2nd,West Virginia ,5402,R,2228 RHOB,(202) 225-2711,financial_services,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Fitzgerald,Wisconsin 5th,Wisconsin ,5505,R,1507 LHOB,(202) 225-5101,financial_services|judiciary,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mike Gallagher,Wisconsin 8th,Wisconsin ,5508,R,1211 LHOB,(202) 225-5665,armed_services|Intelligence|select_sub_us_china,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Glenn Grothman,Wisconsin 6th,Wisconsin ,5506,R,1511 LHOB,(202) 225-2476,budget|education_and_the_workforce|oversight_and_accountability,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gwen Moore,Wisconsin 4th,Wisconsin ,5504,D,2252 RHOB,(202) 225-4572,ways_and_means,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Pocan,Wisconsin 2nd,Wisconsin ,5502,D,1026 LHOB,(202) 225-2906,appropriations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Steil,Wisconsin 1st,Wisconsin ,5501,R,1526 LHOB,(202) 225-3031,financial_services|house_administration|joint_library,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Thomas Tiffany,Wisconsin 7th,Wisconsin ,5507,R,451 CHOB,(202) 225-3365,natural_resources|judiciary,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Van Orden,Wisconsin 3rd,Wisconsin ,5503,R,1513 LHOB,(202) 225-5506,agriculture|transportation_and_infrastructure|veterans_affairs,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Harriet Hageman,Wyoming ,Wyoming ,5600,R,1531 LHOB,(202) 225-2311,select_subcommittee_on_the_weaponization_of_the_fed_govt|natural_resources|judiciary,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Aumua Amata Radewagen,American Samoa,american samoa,6098,R,2001 RHOB,(202) 225-8577,foreign affairs|natural_resources|veterans_affairs,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
James Moylan,Guam,Guam,6698,R,1628 LHOB,(202) 225-1188,armed_services|natural_resources,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenniffer Gonzalez-Colon,Puerto Rico,Puerto rico,7298,R,2338 RHOB,(202) 225-2615,natural_resources|transportation_and_infrastructure,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stacey Plaskett,Virgin Islands,Virgin Islands,7898,D,2059 RHOB,(202) 225-1790,select_subcommittee_on_the_weaponization_of_the_fed_govt|intelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Gregorio Sablan,Northern Mariana Islands,Northern Mariana Islands,6998,D,2267 RHOB,(202) 225-2646,education_and_the_workforce|natural_resources,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eleanor Norton,District of Columbia,District of Columbia,1198,D,2136 RHOB,(202) 225-8050,oversight_and_accountability|transportation_and_infrastructure,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
