GEOID20,CD118FP,h_rep_name,h_district_pretty,h_state,h_party,h_office,h_phone,h_all_committees,h_appropriations,h_agriculture,h_oversight_and_accountability,h_armed_services,h_natural_resources,h_foreign_affairs,h_homeland_security,h_education_and_the_workforce,h_energy_and_commerce,h_ways_and_means,h_financial_services,h_transportation_and_infrastructure,h_small_business,h_judiciary,h_budget,h_select_subcommittee_on_the_weaponization_of_the_fed_govt,h_joint_committee_on_taxation,h_house_administration,h_Intelligence,h_select_subcommittee_on_the_coronavirus_pandemic,h_science_space_and_technology,h_veterans_affairs,h_select_sub_us_china,h_ethics,h_Rules,h_joint_library,contract_actions,unique_awards,unique_companies,unique_addresses,unique_agencies,total_obligation,mean_obligation,median_obligation,max_obligation,min_obligation,std_obligation,largest_recipient,largest_agency,total_money_millions,money_per_company,money_per_company_millions,money_per_award,contracts_per_company
4207,07,Susan Wild,Pennsylvania 7th,Pennsylvania ,D,1027 LHOB,(202) 225-6411,education_and_the_workforce|foreign_affairs|ethics,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5463,3112,177,196,22,981494792.87,179662.23556104704,1250.0,81417084.15,-30875951.0,1771209.9295524203,MACK DEFENSE LLC,Department of Defense,981.49,5545168.321299435,5.55,315390.3576060411,30.864406779661017
4208,08,Matt Cartwright,Pennsylvania 8th,Pennsylvania ,D,2102 RHOB,(202) 225-5546,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49147,47743,176,191,17,4363044227.16,88775.39274340244,227.37,595563471.64,-43187148.0,4274773.182791931,SANOFI VACCINES US INC.,Department of Health and Human Services,4363.04,24790024.017954543,24.79,91386.05087991957,279.2443181818182
4209,09,Daniel Meuser,Pennsylvania 9th,Pennsylvania ,R,350 CHOB,(202) 225-6511,financial_services|small_business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3713,3162,133,149,16,144432843.35,38899.23063560463,258.4,9372044.0,-1675041.14,332845.36923677375,STELLANT SYSTEMS INC,Department of Defense,144.43,1085961.2281954887,1.09,45677.6860689437,27.917293233082706
4210,10,Scott Perry,Pennsylvania 10th,Pennsylvania ,R,2160 RHOB,(202) 225-5836,foreign_affairs|oversight_and_accountability|transportation_and_infrastructure,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24909,20977,331,357,30,6821028808.76,273837.9223878919,365.68,754335634.0,-33199196.31,8576671.093041431,BAE SYSTEMS LAND & ARMAMENTS L.P.,Department of Defense,6821.03,20607337.79081571,20.61,325167.03097487724,75.25377643504531
4211,11,Lloyd Smucker,Pennsylvania 11th,Pennsylvania ,R,302 CHOB,(202) 225-2411,budget|education_and_the_workforce|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2904,1725,176,192,24,346096059.63,119179.0838946281,1743.6599999999999,14805528.22,-824499.0,654369.3294265313,SECHAN ELECTRONICS INC,Department of Defense,346.1,1966454.8842613637,1.97,200635.39688695653,16.5
4212,12,Summer Lee,Pennsylvania 12th,Pennsylvania ,D,243 CHOB,(202) 225-2135,oversight_and_accountability|science_space_and_technology,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7951,5166,309,371,28,6438384688.900001,809757.8529618917,4455.0,876608528.0,-9265724.0,20532849.10003144,"BECHTEL PLANT MACHINERY, INC.",Department of Defense,6438.38,20836196.40420712,20.84,1246299.784920635,25.73139158576052
4213,13,John Joyce,Pennsylvania 13th,Pennsylvania ,R,152 CHOB,(202) 225-2431,energy_and_commerce|select_subcommittee_on_the_coronavirus_pandemic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11662,9118,220,236,26,1086857463.07,93196.48971617217,1553.94,54103158.3,-1648005.13,985526.1765598122,LAUREL TECHNOLOGIES PARTNERSHIP,Department of Defense,1086.86,4940261.195772727,4.94,119199.10759706075,53.00909090909091
4214,14,Guy Reschenthaler,Pennsylvania 14th,Pennsylvania ,R,342 CHOB,(202) 225-2065,appropriations|Rules,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4101,2594,194,197,22,319660867.15,77947.05368202877,4331.12,9197165.0,-1575253.8,454947.3995621937,NATIONAL CENTER FOR DEFENSE MANUFACTURING AND MACHINING,Department of Defense,319.66,1647736.4286082473,1.65,123230.86628758673,21.13917525773196
4215,15,Glenn Thompson,Pennsylvania 15th,Pennsylvania ,R,400 CHOB,(202) 225-5121,agriculture|education_and_the_workforce,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5417,4047,209,228,20,809245845.15,149390.03971755583,155.4,38647168.0,-3167847.0,944247.3094463143,THE PENNSYLVANIA STATE UNIVERSITY,Department of Defense,809.25,3871989.6897129184,3.87,199961.90885841363,25.91866028708134
4216,16,Mike Kelly,Pennsylvania 16th,Pennsylvania ,R,1707 LHOB,(202) 225-5406,ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7446,4867,226,242,24,757093859.68,101677.92904646789,442.0,40266044.0,-1620383.86,887227.8686303897,ERIE FORGE & STEEL INC,Department of Defense,757.09,3349972.8304424775,3.35,155556.57688103552,32.94690265486726
4217,17,Christopher Deluzio,Pennsylvania 17th,Pennsylvania ,D,1222 LHOB,(202) 225-2301,armed_services|veterans_affairs,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63279,60367,353,396,31,1753680051.71,27713.460258695617,247.05,44314587.0,-10307436.93,600710.4188755748,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,Department of Defense,1753.68,4967932.157818697,4.97,29050.309800221978,179.26062322946174
4401,01,Gabe Amo,Rhode Island 1st,Rhode Island ,D,2233 RHOB,(202) 225-4911,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8963,6523,202,235,23,841673639.17,93905.34856298113,122.6,120773016.68,-85000000.0,1684543.6689333606,"CVS PHARMACY, INC",Department of Health and Human Services,841.67,4166701.184009901,4.17,129031.67854821401,44.37128712871287
4402,02,Seth Magaziner,Rhode Island 2nd,Rhode Island ,D,1218 LHOB,(202) 225-2735,homeland_security|natural_resources,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998,4901,225,242,24,452082339.59999996,75372.18066022007,325.7,63839170.0,-2816897.15,1155075.8749571112,GILBANE-EXYTE A JOINT VENTURE,Department of Defense,452.08,2009254.8426666665,2.01,92242.87688226892,26.657777777777778
4501,01,Nancy Mace,South Carolina 1st,South Carolina ,R,1728 LHOB,(202) 225-3176,armed_services|oversight_and_accountability|veterans_affairs,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6617,4170,292,334,29,5221152778.33,789051.3493017984,2680.0,855600000.0,-8103142.0,16259095.221912745,ADVANCED TECHNOLOGY INTERNATIONAL,Department of Health and Human Services,5221.15,17880660.199760273,17.88,1252075.006793765,22.660958904109588
4502,02,Joe Wilson,South Carolina 2nd,South Carolina ,R,1436 LHOB,(202) 225-2452,armed_services|education_and_the_workforce|foreign_affairs,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151848,150369,195,206,21,7580259891.01,49920.05091282072,500.08,1746291822.45,-1706082904.55,8245670.575501397,SAVANNAH RIVER NUCLEAR SOLUTIONS LLC,Department of Energy,7580.26,38873127.64620513,38.87,50411.054745393005,778.7076923076924
4503,03,Jeff Duncan,South Carolina 3rd,South Carolina ,R,2229 RHOB,(202) 225-5301,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532,1047,94,106,14,168760130.44,110156.74310704961,6200.360000000001,22983723.0,-444339.0,992842.5726112438,"CHANDLER CONSTRUCTION SERVICES, INC.",Department of Defense,168.76,1795320.5365957445,1.8,161184.46078319006,16.29787234042553
4504,04,William Timmons,South Carolina 4th,South Carolina ,R,267 CHOB,(202) 225-6030,financial_services|oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16658,14465,172,203,32,7981794831.62,479156.8514599592,300.02,1536076436.0,-50000000.0,15711837.98674321,"FLUOR MARINE PROPULSION, LLC",Department of Energy,7981.79,46405783.90476744,46.41,551800.5414185966,96.84883720930233
4505,05,Ralph Norman,South Carolina 5th,South Carolina ,R,569 CHOB,(202) 225-5501,financial_services|budget|Rules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3417,2460,119,129,23,171086490.21,50069.209894644424,901.6,23463149.0,-456930.36,533829.1700334327,"MSI-DEFENCE SYSTEMS US, LLC",Department of Defense,171.09,1437701.5984033614,1.44,69547.35374390244,28.714285714285715
4506,06,James Clyburn,South Carolina 6th,South Carolina ,D,274 CHOB,(202) 225-3315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9875,5974,373,436,26,2469997487.17,250126.32781468355,797.92,127805769.0,-55924189.63,2414609.396808861,"PALMETTO GBA, LLC",Department of Health and Human Services,2470.0,6621977.177399464,6.62,413457.8987562772,26.474530831099194
4507,07,Russell Fry,South Carolina 7th,South Carolina ,R,1626 LHOB,(202) 225-9895,oversight_and_accountability|judiciary,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788,4059,108,121,23,648506982.33,135444.23189849625,1495.505,130230000.0,-4986385.92,2920217.221042185,"SO-PAK-CO, INC",Department of Defense,648.51,6004694.280833334,6.0,159770.13607538803,44.333333333333336
4600,00,Dusty Johnson,South Dakota ,South Dakota ,R,1714 LHOB,(202) 225-2801,agriculture|transportation_and_infrastructure|select_sub_us_china,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13113,8882,682,758,50,1319379974.99,100616.18050713032,7466.72,23720000.0,-6090245.6,573118.589306509,"R.C.S. CONSTRUCTION, INC.",Department of the Interior,1319.38,1934574.7433870968,1.93,148545.36984800722,19.227272727272727
4701,01,Diana Harshbarger,Tennessee 1st,Tennessee ,R,167 CHOB,(202) 225-6356,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264,704,111,124,20,841014999.52,665359.9679746835,5082.0,69701980.77,-4032000.0,3528126.07096575,BAE SYSTEMS ORDNANCE SYSTEMS INC.,Department of Defense,841.01,7576711.707387387,7.58,1194623.5788636364,11.387387387387387
4702,02,Tim Burchett,Tennessee 2nd,Tennessee ,R,1122 LHOB,(202) 225-5435,foreign_affairs|oversight_and_accountability|transportation_and_infrastructure,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7072,4685,238,256,27,1156033066.3,163466.2141261312,1346.55,54552972.93,-12790368.73,1487320.3235570644,EDFINANCIAL SERVICES LLC,Department of Education,1156.03,4857281.79117647,4.86,246751.98853788685,29.714285714285715
4703,03,Charles Fleischmann,Tennessee 3rd,Tennessee ,R,2187 RHOB,(202) 225-3271,appropriations|science_space_and_technology,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9379,4746,239,258,23,3439017827.07,366672.1214489818,2802.96,71671392.25,-13471528.68,2105656.5985356164,"OAK RIDGE ASSOCIATED UNIVERSITIES, INCORPORATED",Department of Energy,3439.02,14389195.92916318,14.39,724613.9542920354,39.24267782426778
4704,04,Scott DesJarlais,Tennessee 4th,Tennessee ,R,2304 RHOB,(202) 225-6831,agriculture|armed_services,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5338,2168,114,126,15,5136725662.23,962294.0543705507,3309.57,110978800.0,-25585961.51,5331528.020795308,IDAHO ENVIRONMENTAL COALITION LLC,Department of Energy,5136.73,45058997.03710526,45.06,2369338.405087638,46.824561403508774
4705,05,Andrew Ogles,Tennessee 5th,Tennessee ,R,151 CHOB,(202) 225-4311,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9291,7354,148,174,22,1458906388.08,157023.61296738777,12630.34,107890314.0,-6319318.02,1905004.5436244668,"CORECIVIC, INC.",Department of Justice,1458.91,9857475.595135134,9.86,198382.70166983953,62.777027027027025
4706,06,John Rose,Tennessee 6th,Tennessee ,R,2238 RHOB,(202) 225-4231,agriculture|financial_services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699,1351,149,164,21,677179480.91,250900.14113004814,1534.5,63203872.0,-10164261.0,2637761.533275843,"CGS ADMINISTRATORS, LLC",Department of Health and Human Services,677.18,4544828.730939597,4.54,501243.1390895633,18.114093959731544
4707,07,Mark Green,Tennessee 7th,Tennessee ,R,2446 RHOB,(202) 225-2811,foreign_affairs|homeland_security,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10140,7388,256,285,22,1640035914.5,161739.24206114397,4664.860000000001,54427998.16,-17820742.45,1341815.7591258439,"BOEING SIKORSKY AIRCRAFT SUPPORT, LLC",Department of Defense,1640.04,6406390.291015625,6.41,221986.45296426638,39.609375
4708,08,David Kustoff,Tennessee 8th,Tennessee ,R,560 CHOB,(202) 225-4714,ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073,1381,135,148,19,478687680.3,230915.42706222867,11846.13,30347517.0,-6790875.0,1369011.9833807077,"SOUTHERN CONTRACTING, LLC",Department of Defense,478.69,3545834.668888889,3.55,346623.95387400436,15.355555555555556
4709,09,Steve Cohen,Tennessee 9th,Tennessee ,D,2268 RHOB,(202) 225-3265,judiciary|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898,28925,181,210,33,1324765203.8000002,39080.92524042717,134.78,134204380.43,-654561465.17,4919762.309498343,FEDERAL EXPRESS CORPORATION,Department of Defense,1324.77,7319144.772375692,7.32,45800.00704580813,187.28176795580112
4801,01,Nathaniel Moran,Texas 1st,Texas ,R,1541 LHOB,(202) 225-3035,education_and_the_workforce|foreign_affairs|judiciary,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7729,7163,148,160,17,240382361.12,31101.353489455298,256.41,25818351.66,-2231574.0,475252.421641235,ALTECH INC,Department of Defense,240.38,1624205.1427027027,1.62,33558.89447438224,52.222972972972975
4802,02,Dan Crenshaw,Texas 2nd,Texas ,R,248 CHOB,(202) 225-6565,energy_and_commerce|Intelligence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465,892,118,142,19,469907051.9,320755.66682593856,767.8,29289279.6,-7171881.67,2165279.8367569614,EXXON MOBIL CORPORATION,Department of Defense,469.91,3982263.1516949153,3.98,526801.6276905829,12.415254237288135
4803,03,Keith Self,Texas 3rd,Texas ,R,1113 LHOB,(202) 225-4201,foreign_affairs|veterans_affairs,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4763,2481,162,179,23,4953982198.12,1040097.0392861641,570.0,236713656.83,-9880147.0,7080733.701049566,RAYTHEON COMPANY,Department of Defense,4953.98,30580137.0254321,30.58,1996768.3184683595,29.401234567901234
4804,04,Pat Fallon,Texas 4th,Texas ,R,2416 RHOB,(202) 225-6673,armed_services|oversight_and_accountability,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3505,2169,214,236,25,760804747.23,217062.69535805992,2362.08,51921490.0,-30471629.84,2177819.7674864214,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,Department of Defense,760.8,3555162.3702336447,3.56,350762.9078976487,16.378504672897197
4805,05,Lance Gooden,Texas 5th,Texas ,R,2431 RHOB,(202) 225-3484,judiciary|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846,567,69,78,16,340253717.64000005,402191.1556028369,546.0,202931644.86,-6196169.52,7256780.432795168,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",Department of Defense,340.25,4931213.299130435,4.93,600094.7401058202,12.26086956521739
4806,06,Jake Ellzey,Texas 6th,Texas ,R,1721 LHOB,(202) 225-2002,appropriations|small_business,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17851,10986,171,186,20,19997261505.63,1120232.004124699,1333.0,1047972071.68,-42000000.0,28590938.10951223,MCKESSON CORPORATION,Department of Veterans Affairs,19997.26,116943049.74052632,116.94,1820249.5453877663,104.39181286549707
4807,07,Lizzie Fletcher,Texas 7th,Texas ,D,346 CHOB,(202) 225-2571,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10397,7245,255,274,39,3569054410.16,343277.33097624313,1200.0,126000000.0,-41623060.57,4199768.2863283325,"VETERANS EVALUATION SERVICES, INC",Department of Veterans Affairs,3569.05,13996291.80454902,14.0,492623.1069924085,40.772549019607844
4808,08,Morgan Luttrell,Texas 8th,Texas ,R,1320 LHOB,(202) 225-4901,armed_services|homeland_security|veterans_affairs,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3356,2339,160,175,23,814954020.78,242834.92871871273,867.2049999999999,72560681.0,-16421489.97,2189006.251596525,"COTTON COMMERCIAL USA, INC.",Department of Homeland Security,814.95,5093462.629875,5.09,348419.84642154764,20.975
4809,09,Al Green,Texas 9th,Texas ,D,2347 RHOB,(202) 225-7508,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25434,23242,197,221,21,514497543.6,20228.73097428639,110.64,21354991.0,-3321925.81,315130.83656529227,PIKA-INSIGHT JV LLC,Department of Defense,514.5,2611662.6578680202,2.61,22136.543481628087,129.10659898477158
4810,10,Michael McCaul,Texas 10th,Texas ,R,2300 RHOB,(202) 225-2401,foreign_affairs|homeland_security,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14873,12603,258,301,31,1277815342.69,85915.10406037787,512.85,503100000.0,-2286243.99,4198286.4225386325,BLUEFORGE ALLIANCE,Department of Defense,1277.82,4952772.646085272,4.95,101389.77566373086,57.64728682170543
4811,11,August Pfluger,Texas 11th,Texas ,R,1124 LHOB,(202) 225-3605,homeland_security|energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6729,4397,112,119,15,997386329.64,148222.07306286224,150.18,123488000.0,-8885471.91,2858759.134711583,GUYCO INC,Department of Defense,997.39,8905235.086071428,8.91,226833.37039799863,60.080357142857146
4812,12,Kay Granger,Texas 12th,Texas ,R,2308 RHOB,(202) 225-5071,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40573,31491,266,305,25,48168726192.32,1187211.3521879083,511.84,7795532764.0,-938831341.46,56253554.31142427,LOCKHEED MARTIN CORPORATION,Department of Defense,48168.73,181085436.81323308,181.09,1529602.9402788098,152.5300751879699
4813,13,Ronny Jackson,Texas 13th,Texas ,R,446 CHOB,(202) 225-3706,agriculture|armed_services|foreign_affairs|select_subcommittee_on_the_coronavirus_pandemic,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8692,5657,156,164,16,3909987627.74,449837.5089438564,1754.5300000000002,338920769.0,-135738381.0,7504393.001213364,BELL BOEING JOINT PROJECT OFFICE,Department of Defense,3909.99,25064023.254743587,25.06,691176.8831076542,55.717948717948715
4814,14,Randy Weber,Texas 14th,Texas ,R,107 CHOB,(202) 225-2831,energy_and_commerce|science_space_and_technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2125,1250,134,150,16,757926148.6700001,356671.1287858824,837.38,300000000.0,-279460572.82,11599488.952433506,"SLSCO, LTD.",Department of Homeland Security,757.93,5656165.28858209,5.66,606340.9189360001,15.85820895522388
4815,15,Monica De La Cruz,Texas 15th,Texas ,R,1415 LHOB,(202) 225-9901,agriculture|financial_services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806,1489,94,103,13,57012553.19,31568.412619047616,1182.6,7043912.8,-1651874.82,273451.35849909665,AVENUE PLANNERS CORP,Department of Defense,57.01,606516.5232978723,0.61,38289.15593687038,19.21276595744681
4816,16,Veronica Escobar,Texas 16th,Texas ,D,2448 RHOB,(202) 225-4831,armed_services|judiciary|ethics,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32648,29804,262,304,16,789517535.76,24182.722854692478,463.28,41155078.48,-12427222.0,446177.1859175084,READYONE INDUSTRIES INC,Department of Defense,789.52,3013425.7090076334,3.01,26490.321291101864,124.61068702290076
4817,17,Pete Sessions,Texas 17th,Texas ,R,2204 RHOB,(202) 225-6105,financial_services|oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449,2097,155,172,27,1113551443.81,322862.1176601913,1822.62,271320000.0,-2115142.79,6780533.09231613,L3HARRIS TECHNOLOGIES INTEGRATED SYSTEMS L.P.,Department of Defense,1113.55,7184202.863290322,7.18,531021.193996185,22.251612903225805
4818,18,Sheila Jackson Lee,Texas 18th,Texas ,D,2314 RHOB,(202) 225-3816,budget|homeland_security|judiciary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8854,5781,257,285,24,3137403341.4900002,354348.6945437091,2397.395,339567186.62,-84144805.73,5461378.696030618,"KBR SERVICES, LLC",Department of Defense,3137.4,12207795.10307393,12.21,542709.4519097043,34.45136186770428
